,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
2649,32508,1,1.0,4400.0,,6000.0,,False,,,"Stylish Dart venue, restaurant, and bar, on Rembrandt square","Oche has engineered high-tech dart lanes to provide enriching fun combined with dining through a full service included restaurant and bar. This spacious venue located right on Rembrandt Square, has a rustic pub look with elevated modern details, like giant mirrors, flower arrangements, and ambient lighting. 

Each dart lane is called an Oche, which provides the classic dart board, smart sensors to keep score, a touch pad to control the games, and a large flat screen to present visual information, like numbers to aim at and player leaderboards. Choose from 6 dart games and get started! Even with zero dart experience, you can play confidently like a pro.

Dining and drinking takes place at the Oche in a concept called “Gastro-Gaming”. Table space, bar stools, and couches are organized at the Oche for maximum comfort. Complimentary popcorn is always available.

Oche is perfect for group fun and bonding with our competitive concept. Play in teams, or 1 v 1, your choice. 

Oche's surrounding lounge space is made so you can comfortably savor sharable plates while the game is on. Friendly servers will be ready to assist you, provide table service, and take all your orders for the night. Catering is entirely provided in house, and cooked by Michelin trained chefs. 

The menu consists of European-Asian fusion sharable plates. Pizzas are hand-made, and the menu changes with the season to provide the freshest and most innovative options. Most dishes are like tapas, which makes them perfect for standing events, and more casual dinning. 

Looking for additional event services? We will provide a doorman, coat-check, and help organize extra entertainment like a dj and photo booth.",,,Amsterdam,1017 VN,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Bathroom;Bar;Elevator;Daylight;Haussmann Style;Liquor Licence;Large Door Entrance;Water Access;Smoking Area;Animals Friendly;Soundproof,Late Night Event (after 10pm);Product Launch;Food Event;Corporate Event;Conference;Food & Beverage;Meeting,amsterdam
2680,33672,1,1.0,768.0,,768.0,,True,96.0,,Meeting Space in Amsterdam,"It’s in a perfect spot to truly soak up the culture of Amsterdam; close to top restaurants and bars, it faces the Amsterdam Museum and sits within a 10-minute walking distance of the Amsterdam Flower Market. With its unique layout, it combines all the benefits that come with being part of the community.",,,Amsterdam,1012 RT,Event Space,,Air Conditioning;Counters;Bathroom,Product Launch;Corporate Event;Conference;Meeting,amsterdam
2683,16500,7,336.0,,4000.0,,1600.0,False,,Prachtige Pop-Up Ruimte in de Royal Streets,Prachtige Pop-Up Ruimte in de Royal Streets,"Deze geweldige Pop-Up-locatie bevindt zich in een van de belangrijkste Royal Streets, gelegen tussen de beroemde Dam en het Anne Frank Museum. Het is een uitstekende locatie voor merken om pop-up winkels of andere retail evenementen te hosten.

De winkel bevindt zich op de begane grond van een typisch Amsterdams gebouw en heeft een verrassend groot raam, waardoor een lichte ambiance ontstaat. Deze ruimte is 72m² verdeeld over een prachtige split-level. Het is volledig plug-and-play met o.a. een lichte keuken, schijnwerpers en witte muren.

Gelegen op wandelroute van de Dam naar het Anne Frank Museum, deze boetiek is gemakkelijk te bereiken en een geweldige locatie voor pop-ups en retail evenementen.","Deze geweldige Pop-Up-locatie bevindt zich in een van de belangrijkste Royal Streets, gelegen tussen de beroemde Dam en het Anne Frank Museum.",,Amsterdam,1015 CA,Boutique / Shop,,Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Window Display;Toilets;Ground Floor,Pop-Up Store,amsterdam
2695,35356,1,,950.0,9500.0,,4500.0,False,,,Great ground floor space in the heart of Amsterdam,"This space has a lot of daylight and has an unique location in the middle of the city. Two entrances makes it very easy accessible. It has always been used as an office but will also do it as a gallery or pop up shop!

There are plenty facilities like
- enough tables/chairs
- big presentation screen
- whiteboards
- kitchen",,,Amsterdam,1016 XH,Office Space,,Kitchen;Street Level;Office Equipment;Toilets;Ground Floor;Daylight;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Corporate Event;Food & Beverage;Meeting;Office,amsterdam
2698,9651,3,56.0,350.0,,750.0,1600.0,False,,Ruime Showroom In Het Centrum,Ruime Showroom In Het Centrum,"Deze ruime galerij is gevestigd in een prachtige 'white-box' ruimte, midden in het oude centrum van Amsterdam. De ruimte heeft grote deuren die kunnen worden geopend en een flexibele interne opstelling die kan worden aangepast aan de behoeften van uw pop-up.

De galerij presenteert toonaangevende kunstfotografie door Nederlandse talenten, die zowel online als op tijdelijke tentoonstellingen worden verkocht. Artistiek gezien is hun doel om de markt voor onafhankelijke kunstfotografie van hoge kwaliteit te openen voor een breder publiek.

Deze locatie is zowel centraal als flexibel en biedt je het canvas dat je nodig hebt om je volgende pop-up tot een groot succes te maken.

Boek nu om uw volgende pop-up te realiseren.","Deze ruime galerij is gevestigd in een prachtige 'white-box' ruimte, midden in het oude centrum van Amsterdam.",City Center,Amsterdam,1012 BZ,Art Gallery,,Furniture;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,amsterdam
2738,14259,1,,2500.0,37500.0,2500.0,12500.0,False,,Creative Space in Hip East,Creative Space in Hip East (TV studio),"Situated in the hip East of Amsterdam, this special space is ideal for a Private Event, Product Launch or Party.

With a studio and lots of technical equipment, this space is perfect for unique events. The bar and the interior like tables and chairs offer plenty of space for corporate events. The space has a creative atmosphere with an arty edge. It offers 2 main rooms and extra fitting rooms in the back. 

We are also specialized in facilitating webinars and online talkshows (live or recorded).

Situated close to Artis and not far from the City Center, this venue is a great spot for extraordinary events and private business get-togethers.","Situated in the hip East of Amsterdam, this special space is ideal for a Private Event, Product Launch or Party.",Oost,Amsterdam,1018 DD,Other,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bar;Industrial;Liquor Licence;Soundproof,Fashion Show;Late Night Event (after 10pm);Product Launch;Corporate Event;Photoshoot & Filming;Conference,amsterdam
2765,22358,3,168.0,225.0,2000.0,350.0,800.0,False,,Geweldige (gedeelde*) white-box in Oud-Zuid,Geweldige gedeelde white-box in Oud-Zuid,"Deze geweldige white-box ruimte bevindt zich in een interessante straat in Oud-Zuid. Het heeft alle faciliteiten voor een plug-and-play store. 

Oud-Zuid is populair onder retailers in het midden tot hoge retail segment. De doelgroep in deze buurt zal voornamelijk bestaan uit locals en expats bereidt om wat meer te betalen voor kwaliteit producten en services. Je directe buren zijn twee mooie kledingzaken en een aantal duren verderop zit een high-end kapperszaak. 

*** Na 1 september 2020: De te huren ruimte bedraagt een oppervlakte van 45m2 aan de voorkant van de ruimte. De eigenaar houdt zijn kantoor in de ruimte daarachter, is flexibel en denkt graag mee in mogelijkheden tot type retail en project. Neem gerust contact op door middel van de groene knop.",Deze geweldige white-box ruimte bevindt zich in een interessante straat in Oud-Zuid.,,Amsterdam,1071 VE,Art Gallery,,Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Toilets,Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming,amsterdam
2802,9694,1,28.0,1000.0,15000.0,2000.0,5000.0,False,,Pop-Up Showroom in Jordaan,Pop-Up Showroom in Jordaan,"Met maar liefst 170 m² aan actieve ruimte biedt deze hippe en levendige locatie in de Jordaan in Amsterdam een ​​unieke kans voor een verscheidenheid aan evenementen, zoals presentaties, zakelijke bijeenkomsten of productlanceringen.

De ruimte bevindt zich op de begane grond van een modern hoekgebouw en trekt het oog van alle voorbijgangers.

Deze frisse ruimte bestaat uit een grote hoofdruimte en twee kleinere binnenkamers. Het bevat ook toiletten, keuken en wi-fi. De witte muren en witte vloeren creëren een leeg canvas, perfect om je fantasie de vrije loop te laten, passend bij de creatieve behoeften van je merk.","Met maar liefst 170 m² aan actieve ruimte biedt deze hippe en levendige locatie in de Jordaan in Amsterdam een ​​unieke kans voor een verscheidenheid aan evenementen, zoals presentaties, zakelijke bijeenkomsten of productlanceringen.",Jordaan,Amsterdam,1016 SH,Art Gallery,,Air Conditioning;Furniture;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Internet;Office Equipment;Toilets;Ground Floor,Product Launch;Corporate Event;Photoshoot & Filming,amsterdam
2827,35337,1,7.0,1000.0,,1000.0,5000.0,False,,,Tentoonstellingsruimte met uitzicht over het IJ (Amsterdam),"Deze industriële expositieruimte op de NDSM-werf is te huur voor verscheidende doeleinden. Met een oppervlakte van circa 12 x 12 meter is deze ruimte inzetbaar voor een wijd scala aan evenementen. Denk hierbij aan meetings, workshops, brainstorms, recepties, presentaties en borrels. Gelegen op de creatieve NDSM-werf, net naast het pontje, biedt de locatie een bruisende omgeving.

Onze expositieruimte is dynamisch en is elke tentoonstellingsperiode gevuld met andere kunstwerken van inspirerende makers. De expositieruimte heeft hoge plafonds en veel natuurlijk licht, waardoor een aangename en inspirerende sfeer ontstaat. De grootte ruimte biedt bovendien voldoende capaciteit voor groepen van verschillende groottes.",,,Amsterdam,1033 RC,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom;Daylight;Whitebox / Minimal;Industrial;Animals Friendly,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Meeting;Office;Shop Share;Photo Shooting,amsterdam
2841,9680,1,336.0,375.0,5250.0,575.0,1750.0,False,,Grote Studio Showroom in De Pijp,Grote Studio Showroom in De Pijp,"Deze grote ruimte van 80 m² bevindt zich naast het prachtige Sarphatipark, in de opkomende wijk De Pijp. Het is open voor foto shoots, privé verkopen, kunstopeningen, zakelijke bijeenkomsten, pop-up stores en meer. (GEEN PRIVATE DINNERS of FEESTJES)

Deze locatie is een erg gemakkelijke plek voor klanten om te komen en gaan, met een maximale capaciteit van 50 mensen.

De ruimte is geheel wit met uitzondering van de grijze betonnen vloer en een van de industrieel ogende bakstenen muren. De plafondhoogte van drie meter geeft de ruimte een open gevoel dat kan worden aangevuld met uw eigen inrichting van het meubilair en de verlichting. Het heeft ook een keuken, toiletten & internet.

Mooi gelegen naast het Sarphatipark, vlakbij de levendige buurt de Pijp en de beroemde Albert Cuyp straatmarkt, deze ruimte is de ultieme pop-up winkel locatie. De celling hoogte van drie meter is een van de vele redenen waarom deze ruimte het comfortabel maakt om daar te zijn. De locatie is gemakkelijk te bereiken met de fiets, auto (laden en lossen aan de deur is mogelijk) evenals met de tram en de noord-zuid-lijn metro.

Met een oppervlakte van 80 vierkante meter geeft deze ruimte ruimte mogelijkheden aan een eindeloze reeks ideeën. De ruimte is volledig uitgerust en biedt alles, van Wi-Fi tot een keuken met een design-koelkast) en meer dan voldoende opslagruimte. Al met al is deze locatie de perfecte keuze voor uw volgende pop-up ruimte.","Deze grote ruimte van 160 m² bevindt zich naast het prachtige Sarphatipark, in de opkomende wijk De Pijp.",De Pijp,Amsterdam,1073ED,Boutique / Shop,,Furniture;Garment Rack;Counters;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Industrial,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,amsterdam
3007,33673,1,3.0,2464.0,,2464.0,,True,308.0,,Event Space in Amsterdam,"Our flagship Netherlands space sits right by Dam Square and is housed in a magnificent, grand preservation building (formerly a local bank), dating back to 1888 with all the characteristics of the Dutch Renaissance Revival architecture. 
With its imaginative touch, the space is extraordinarily exciting with plenty of space for teams of all sizes to thrive.",,,Amsterdam,1012 SJ,Event Space,,Air Conditioning;Counters;Bathroom,Product Launch;Corporate Event;Conference;Meeting,amsterdam
3024,34883,1,336.0,950.0,15000.0,950.0,5000.0,False,,,Unique photo studio and event space in an old factory building located in the North of Amsterdam n,"Our venue is a unique photo studio and event space in an old factory building located in the North of Amsterdam near the IJ. 
The studio has a total surface of 350 sq.m with an 8 meters high ceiling. 
Our daylight studio is available for photoshoots, film and events. It can also be used as a space for workshops, collection launches, a meeting room & more. This studio has a surface of 150 sq.m and boasts a warm and inviting atmosphere, inspired by Mediterranean colors and elements.",,,Amsterdam,1021 JC,Photo / Filming Studio,,Air Conditioning;Electricity;Kitchen;Lighting;Internet;Toilets;Ground Floor;Bathroom;Raw;Industrial;Garden;Large Door Entrance;Water Access;Smoking Area,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,amsterdam
3037,9685,1,336.0,5900.0,,5900.0,,False,,Event Ruimte in Centrum van Amsterdam,Event Ruimte in Centrum van Amsterdam,"Deze enorme ruimte van 200 m² ligt midden in het centrum van Amsterdam, op slechts steenworp afstand van het centraal station van Amsterdam. Het aanbieden van een dergelijke ruimte op deze locatie is een unieke kans voor al uw evenementen, productlanceringen en meer.

Het prachtig opgezette interieur en de professionele ondersteuning maken deze locatie tot een gegarandeerd succes voor uw volgende evenement.

De traditionele entree heeft een goed ingeburgerd gevoel. Binnenin beschikt de kamer over een uniek verlichtingssysteem, waardoor het enigszins schuin aflopende plafond en de witte stucwerk wanden nog indrukwekkender aanvoelen dan ze al zijn.

Neem nu contact op om uw volgende evenement hier binnenkort te organiseren.","Deze enorme ruimte van 200 m² ligt midden in het centrum van Amsterdam, op slechts steenworp afstand van het centraal station van Amsterdam.",Historic City Center,Amsterdam,1012 KD,Event Space,,Air Conditioning;Furniture;Counters;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Internet;Office Equipment;Sound & Video Equipment;Toilets,Corporate Event,amsterdam
3079,12382,1,168.0,900.0,13500.0,1300.0,5400.0,False,,Ruime Galerie in de Jordaan,Ruime Galerie in de Jordaan,"Deze ongelooflijke en ruime kunstgalerie bevindt zich in het bruisende deel van de Jordaan. Deze minimalistische ruimte is een ideale locatie voor een pop-up store, kunstopening of privéverkoop.

Deze ruimte met witte doos is gevestigd in een historisch gebouw met een uitgebreide entree en is modern en heeft een creatieve sfeer. Het interieur is modern met hardhouten vloeren en een glazen overkapping die de ruimte een licht gevoel geeft. Deze ruimte biedt basisvoorzieningen, waaronder een keuken, en is geschikt voor een verscheidenheid aan creatieve pop-ups.

Het ligt dicht bij Westerkerk en Rozengracht en wordt omringd door toeristische attracties en populaire winkels. Het is ideaal gelegen voor unieke evenementen en creatieve pop-ups.",Deze ongelooflijke en ruime kunstgalerie bevindt zich in het bruisende deel van de Jordaan.,Jordaan,Amsterdam,1016 NN,Art Gallery,,Air Conditioning;Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Window Display;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,amsterdam
3097,13990,14,42.0,,4000.0,,1100.0,False,,Unieke Pop-Up Ruimte in Negen Straatjes,Unieke Pop-Up Ruimte in Negen Straatjes,"Deze boutique-winkelruimte is een speciale pop-up winkel locatie. Gelegen in één van de hipste winkelgebieden van Nederland, de 9 straatjes. De ruimte is beschikbaar van twee weken tot twee maanden voor een pop-up winkel.

Het is de perfecte locatie voor het hosten van uw tijdelijke winkel, expositieruimte, etalage of showroom. De ruimte is klaar voor gebruik. Het enige wat je hoeft te doen is de schappen vullen en je pop-up starten.

Stel je voor, je producten worden tentoongesteld op deze bruisende locatie, omringd door toonaangevende design-, vintage- en modewinkels en gezellige espressobars.
Het is mogelijk en de winkel is klaar. U kiest wanneer, hoe lang en met welke ondersteunende diensten u uw pop-up wilt openen en wij doen de rest.",Deze boutique-winkelruimte is een speciale pop-up winkel locatie.,De 9 Straatjes,Amsterdam,1016GH,Boutique / Shop,,Furniture;Garment Rack;Counters;Fitting Rooms;Heating;Lighting;Security System;Stock Room;Internet;Toilets,Art Opening;Product Launch;Pop-Up Store;Fashion Showroom,amsterdam
3106,17026,1,,1200.0,,,,False,,Prachtige Whitebox in het Centrum,Prachtige Whitebox in het Centrum,"Deze prachtige locatie, gelegen in het centrum van Amsterdam, is ideaal voor een productlancering, privé- of zakelijke evenementen.

Deze ruimte heeft creatieve witte muren met grote ramen en een prachtig interieur. Deze unieke locatie is modern met decoratie aan het plafond en een betonnen vloer. Met faciliteiten zoals stoelen, tafels en geluids- / videoapparatuur kan deze ruimte ruimte bieden aan een reeks bedrijfs- en pop-up evenementen.

Gelegen direct naast het Muntplein en dicht bij de Dam, in een straat met verschillende winkels, profiteert deze ruimte van veel passerende mensen. Deze ruimte is ideaal voor merken en artiesten om een ​​evenement te organiseren.","Deze prachtige locatie, gelegen in het centrum van Amsterdam, is ideaal voor een productlancering, privé- of zakelijke evenementen.",City Center,Amsterdam,1011 JJ,Event Space,,Furniture;Garment Rack;Heating;Kitchen;Lighting;Security System;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Whitebox / Minimal,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,amsterdam
3157,34777,1,60.0,950.0,14000.0,950.0,6000.0,False,,,Studio 1,"Our venue is a unique photo studio and event space in an old factory building located in the North of Amsterdam near the IJ. The studio has a total surface of 350 sq.m with an 8 meters high ceiling. Our daylight studio is available for photoshoots, film and events. It can also be used as a space for workshops, collection launches, a meeting room & more. This studio has a surface of 150 sq.m and embodies the classic, bright, and airy ambiance.",,,Amsterdam,1021 JC,Photo / Filming Studio,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom;Raw;Industrial;Garden;Private Parking;Large Door Entrance;Multiple Rooms;Smoking Area;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,amsterdam
3202,35186,1,56.0,520.0,,650.0,,False,,,Stylish Event Space in Central Amsterdam,"Welcome to our versatile and stylish studio, a unique event space available to cater to a variety of events, from intimate gatherings to showrooms and pop ups. With its neutral color palette and tasteful decor and furniture, the studio serves as an elegant backdrop for any occasion. 

Our studio is located in the heart of Amsterdam on the Herengracht canal, a few minutes walk from The Hoxton, Soho House and Dam Square. There are a number of accessible public transportation options and amenities surrounding us. 

The studio is approximately 90m2, including the bathroom and kitchenette at the back. With all its original furniture, the space comfortably hosts a capacity of around 30 people at once. One of the standout features of our studio is its large window display (3m x 3m), providing a gorgeous view of the Herengracht canal.",,,Amsterdam,1016 CJ,Event Space,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Toilets;Stunning View;Ground Floor;Bathroom;Daylight,Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming;Meeting;Photo Shooting,amsterdam
3207,35539,3,,350.0,3000.0,,1200.0,False,,,"Stijlvolle showroom, winkel- of kantoorruimte aan de Keizersgracht","Met het uitzicht op de Leidsestraat is deze unieke en dynamische ruimte de ultieme plek voor je toekomstige showroom, winkel- of kantoorruimte. 

De ruime kamer grenst direct aan de gracht, ligt op de begane grond en heeft toegang tot een zeer speciale opslagruimte in het souterrain van ca. 115m2 dat vroeger diende als bankkluis. Je betreedt de ruimte via een privé ingang.

In principe wordt de ruimte leeg opgeleverd (zie de laatste foto's), echter kan in overleg gebruik gemaakt worden van de aanwezige meubels (zoals te zien op de laatste foto's).",,,Amsterdam,1017 EH,Boutique / Shop,,Electricity;Heating;Lighting;Stock Room;Street Level;Window Display;Toilets;Ground Floor;Bathroom;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,amsterdam
3256,18138,14,,,2150.0,,650.0,False,,Plug-And-Play Boutique in de Negen Straatjes,Plug-And-Play Boutique in de Negen Straatjes,"Als je van Amsterdam houdt en één van de oudste en meest populaire buurten 'De Negen Straatjes', dan is dit de plek voor jou. Deze ruimte van 30 m² is de perfecte plek voor een pop-up store.

Dit schattige winkeltje bevindt zich op een prime plek die gegarandeerd zichtbaarheid creëert en zorgt voor de perfecte exposure van uw volgende pop-up winkel. Gelegen op een hoek van een straat die kan worden gezien als het beginpunt van de Negen Straatjes, garandeert deze ruimte een groot aantal bezoekers.

Dit gebouw is opgericht in het jaar 1676 en maakt deel uit van de oudste Amsterdamse architectuur. Daarom heeft dit monumentale gebouw een uniek karakter en moet met extra zorg worden behandeld.","Als je van Amsterdam houdt en één van de oudste en meest populaire buurten 'De Negen Straatjes', dan is dit de plek voor jou.",Grachtengordel,Amsterdam,1016 AK,Boutique / Shop,,Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Window Display;Toilets,Pop-Up Store,amsterdam
3273,16247,1,28.0,695.0,10000.0,695.0,3500.0,False,,Creatieve Studio in Noord,Creatieve Studio in Noord,"**NIET TE BOEKEN VOOR FEESTJES**

Deze creatieve studio in creatief gebied van Noord is perfect voor merken die een pop-up winkel, privé verkoop of kunstevenementen willen hosten.

Deze industriële ruimte heeft een stijlvolle uitstraling met grote ramen langs de muur, waardoor veel natuurlijk licht de ruimte binnenvalt, waardoor een goed verlichte ambiance ontstaat. Deze elegante ruimte is prachtig met een historisch interieur van witte muren en balken aan het plafond. De mix van nieuwe en oude interieurs geeft deze studio een uniek creatief gevoel. Met faciliteiten zoals een keuken en stoelen en tafels, evenals een magazijn, kan deze locatie plaats bieden aan een groot aantal pop-up winkels.

Deze studio ligt dicht bij NDSM in een opkomend gebied van Noord en is gemakkelijk bereikbaar en een geweldige locatie voor creatieve pop-ups en retail evenementen.

**NIET TE BOEKEN VOOR FEESTJES**","Deze creatieve studio in creatief gebied van Noord is perfect voor merken die een pop-up winkel, privé verkoop of kunstevenementen willen hosten.",Noord,Amsterdam,1021 JS,Creative Space,,Garment Rack;Electricity;Street Level;Raw;Multiple Rooms,Private Sale;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Meeting;Photo Shooting,amsterdam
3279,33670,1,1.0,3104.0,,3104.0,,True,388.0,,Historical Venue in Amsterdam,"Our venue lies in a UNESCO world heritage canal house, a unique gem of 17th century Dutch classicism. Enjoy three different golden-age period rooms with authentic frescoes and details in Louis XIV style, a quiet garden to relax in, and a lavish marble entrance hall and central staircase packed with ornaments and statues.",,,Amsterdam,1016 BP,Meeting Space,,Air Conditioning;Counters;Bathroom,Product Launch;Corporate Event;Conference;Meeting,amsterdam
3356,33101,1,84.0,75.0,1000.0,150.0,250.0,False,,,Nordic Style Meeting Room and Office Space on the Herengracht canal.,"This trendy, 8 m2 Nordic-style meeting room is the perfect space for a conference, meeting, brainstorming session, or working space. This space is 8 m2 and can seat up to eight people around a large desk. There is a TV on the wall, which you can connect to via Google Chromecast. This meeting room has large windows letting in the daylight, plants, and a radiator for the cold days. This space is a perfect co-working space for your team, meeting with clients, team meetings and small meet ups. 

If you need more space, our main office space is on the third floor and overlooks the Herengracht canal. It has a super-comfy lounge area, a large desk that can seat fourteen people, and other desks that can seat a further six people. There is also plenty of room for standing and sitting on the couch. Please enquire directly for more details and pricing on hiring the entire office space.

This meeting room is available for daily, weekly or monthly rental. 

Please note: Access to the meeting room is via stairs; there is no lift. The bathroom is shared with other offices in the same building. The meeting room has a tea station to make tea and coffee.",,,Amsterdam,1016 BV,Meeting Space,,Furniture;Electricity;Heating;Lighting;Internet;Toilets;Bathroom,Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,amsterdam
3375,9568,1,14.0,1075.0,,1950.0,6825.0,False,,Ruime Galerij in Trendy De Pijp,Ruime Galerij in Trendy De Pijp,"De introductie van uw showrooms, privéverkoop of productlanceringen in deze omvangrijke ruimte van 284 m², zal zeker de volledige aandacht trekken van uw belangrijkste doelgroep van over de omliggende wijk De Pijp en ver daarbuiten.

Deze ruimte bevindt zich op de begane grond van een industrieel Amsterdams gebouw. Dit gebouw ademt de geest van de stad en heeft een krachtig en rauw karakter, dat wordt overgedragen naar elk concept dat u hier huurt.

De witte muren en vloer vormen een leeg canvas voor je verbeelding om met deze ruimte vrij te spelen. Met meubels, verlichting, stockruimte en internet kun je er een ondergrondse ruimte van maken voor de jeugd of een moderne galerij voor oudere bezoekers, het is aan jou.","De introductie van uw showrooms, privéverkoop of productlanceringen in deze omvangrijke ruimte van 284 m², zal zeker de volledige aandacht trekken van uw belangrijkste doelgroep van over de omliggende wijk De Pijp en ver daarbuiten.",De Pijp,Amsterdam,1074 CR,Creative Space,,Furniture;Handicap Accessible;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Daylight;Raw;Industrial;Private Parking;Large Door Entrance,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting;Office;Photo Shooting,amsterdam
3399,9656,1,84.0,1508.0,30160.0,1508.0,7540.0,False,,Designer Space on the Top Floor of Grachtengordel Central Building,City Center Designer Loft on the Amsterdam Canals,"As you most likely know, modern business meetings and product launches need to be creative and fresh. This 110 sqm space can provide exactly that with its convenient location on the Amsterdam canals. 

It is located on the third floor and contains a panoramic view of the city through its conservatory-styled floor to ceiling windows.

The interior of this modern space has the necessary furniture, office equipment and comes with Internet and is therefore suitable for a wide variety of projects. The design testifies to that, with a modern arrangement which allows for cozy and warm projects and also for more modern and minimalist approaches to your brand efforts.","As you most likely know, modern business meetings and product launches need to be creative and fresh.",Grachtengordel,Amsterdam,1017 AX,Meeting Space,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Stunning View,Corporate Event,amsterdam
3445,24247,1,7.0,360.0,,450.0,2000.0,False,,Modern Space in Historic Canal House,Modern Space in Historic Canal House,"This unique space is located in the heart of Amsterdam. Because of its central location, the building is easily accessible by public transport. If you prefer the car, there is also a parking garage Kalverstraat at 5 minutes walking distance. 

The room is big, brightly lit and looking over the canal and therefore has plenty of natural daylight. With its detailed ornaments and high ceiling, the space serves as an inspiring location that is very suitable for meetings, brainstorming sessions, lectures, private dinners, and other social events. 

This room offers a meeting setting of 2 to 12 people. For a theater setting, this space can accommodate up to 35 people. A personal event team will ensure that guests will feel at home. In addition, we can arrange all necessary materials and equipment for you. You are always welcome at our location!

Extras:
- Water
- Coffee/tea
- Lunch
- Flipchart
- Pens and paper
- Projector + screen
- Whiteboard
- TV screen
- Host(ess) 

***Prices may differ if your event requires a different format other than boardroom setting or if your event is in the evening/weekend. A surcharge per hour may apply ***",This unique space is located in the heart of Amsterdam.,,Amsterdam,1017 BZ,Meeting Space,,Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Toilets,Product Launch;Corporate Event;Photoshoot & Filming,amsterdam
