,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
3069,15865,3,168.0,1100.0,12000.0,1100.0,5500.0,False,,Boutique Elegante à Palais-Royal,Boutique Elegante à Palais-Royal,"Idéalement situé au Palais Royal près du Louvre, cet incroyable espace prêt-à-louer est parfait pour un showroom ou un événement de la Fashion Week.

Avec une belle façade et de grandes vitrines, cette belle boutique offre une bonne visibilité et l'espace est rempli d'une lumière naturelle brillante. Les intérieurs sont contemporains avec des murs blancs et des planchers en bois donnant à l'espace une sensation moderne. Cette boutique est bien équipée pour le prêt-à-porter avec plusieurs espaces de stockage.

Situé entre la rue Rivoli et la rue Saint-Honoré, cet espace est dans un emplacement privilégié. C'est une excellente opportunité pour les artistes et les marques d'avoir un impact et de bénéficier de la circulation piétonnière dans un environnement magnifique.","Idéalement situé au Palais Royal près du Louvre, cet incroyable espace prêt-à-louer est parfait pour un showroom ou un événement de la Fashion Week.",,Paris,75001,Boutique / Shop,,Furniture;Electricity;Fitting Rooms;Heating;Lighting;Street Level;Window Display,Product Launch;Pop-Up Store;Fashion Showroom,paris
3078,14868,6,,430.0,8000.0,430.0,2600.0,False,,Jolie Boutique dans Le Marais,Galerie  Marais Archives .,"Cet espace de vente contemporain situé dans le quartier animé du Marais est idéal pour les marques qui souhaitent organiser un showroom ou une vente privée.

Avec une belle façade et de grandes fenêtres d’affichage, cette galerie d’art offre une bonne visibilité et l’espace est rempli d’une lumière naturelle brillante. Cet espace de galerie unique dégage une impression de créativité grâce à ses grandes fenêtres qui laissent entrer beaucoup de lumière naturelle et créent une ambiance lumineuse. Cet espace de vente au détail premium est moderne avec des intérieurs contemporains avec des murs blancs et des sols en béton. Avec des aménagements limités, cette galerie d’art est une toile vierge idéale pour les artistes et les marques qui souhaitent organiser leur exposition pop-up idéale.

Considéré comme l'un des plus beaux quartiers de Paris, le Marais, chargé d'histoire, est l'ancien lieu des ""Salons"" où se rencontraient tous les ""beaux esprits"" de Paris (savants, poètes, écrivains, hommes politiques, ...) L'un des intérêts du Marais en est son animation débordante, également nocturne qui fait de ce quartier un endroit très à la mode et très tendance où il se passe toujours quelque chose... ! C'est pourquoi il attire depuis une quarantaine d'années de nombreux artistes, créateurs de mode, galeristes, des designers toujours à l'avant-garde.",Cet espace de vente contemporain situé dans le quartier animé du Marais est idéal pour les marques qui souhaitent organiser un showroom ou une vente privée.,Rambuteau-Francs-Bourgeois,Paris,75003,Boutique / Shop,,Heating;Lighting;Internet;Toilets;Stunning View;Ground Floor;Large Door Entrance,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,paris
3081,29782,2,28.0,5000.0,,,,False,,,Pop Up near Samaritaine,"250m2 Pop Up Store
plus 200m2 Cafe located right opposit

The Pop Up Store can be entirely dedicated to host products
The Cafe can be decorated while remaining in activity
The cafe is very popular, always busy and the facade is extremly visible
giving massive exposure to a brand

The Pop Up Stire has a facade of 16 m
The Cafe has a facade of 33m 
= 49 m long facade which is ultra visible.
from the main Paris metro exit Chatelet les Halles.
Over 50 different skyviews on the combined locations.

Lots of food traffic, tourist and young people.
2O0 m from the luxury department store Samaritaine
and Louis Vuitton
between Pompidou Center and Louvre

Direct 30 min subway connection to airport

Location has been used by world famous brands
to create global events including TV Commercials.

If you wish to organize a major ad event
you can also add the smaller Pop Up Stores
located around  like
the Boutique N°6
https://www.thestorefront.fr/spaces/france/Ile-de-france/paris/17133-sleek-boutique-in-chatelet
or the Boutique N°9
https://www.thestorefront.fr/spaces/france/Ile-de-france/paris/37786-pop-up-store-historique-a-saint-ho

No other place has similar sky views
with major monuments like the Eiffel Tower, Louvre, Notre Dame
and Pompidou Center in the background.
Possibility to host important waiting lines.",,,Paris,75001,Unique Space,,Counters;Street Level;Internet;Toilets;Stunning View;Ground Floor;Industrial;Haussmann Style;Liquor Licence;Large Door Entrance;Terrace,Fashion Show;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,paris
3084,29683,7,168.0,,36000.0,,15400.0,False,,,Fancy Boutique in Madeleine,"Advantageously located in Village Royal, between Madeleine and Concorde, this incredible ready-to-rent space is perfect for a Pop-Up Store, a Product Launch, or a Private Sale.
This elegant place is surrounded by multiple flagship stores as well as an exceptional brand environment including Chanel, Christian Dior, Eric Bompard, etc. This is an outstanding opportunity for brands to be associated with these brands.",,,Paris,75008,Boutique / Shop,,Stunning View;Water Access,Pop-Up Store;Fashion Showroom,paris
3085,35313,280,8400.0,,4000.0,,,True,55.0,,Photo Studio à Paris,"Notre espace est un studio photo de 30m2 place de Clichy à Paris. Comfortable, équipé et facilement accessible, il est l'endroit parfait pour tous vos shootings photos & vidéo. 

Équipement : 
2 lampes de studio flash Godox QT400IIM
1 lampe de studio flash Godox QT600IIM
3 supports d'éclairage Godox 260T à coussin d'air
1 boîte à lumière Godox SB-BW80x120 cm
1 parapluie noir et blanc Godox UB-004 101cm
1 porte de grange Godox BD-04
2 réflecteurs standard
Cyclo : Fond Blanc, Gris, Vert (8 euros/mètre)

Coin Salon avec mobilier décoratif & Machine à café
Wifi",,,Paris,75008,Photo / Filming Studio,,Furniture;Heating;Lighting;Internet;Office Equipment;Toilets;Water Access,Photoshoot & Filming;Meeting;Office;Photo Shooting,paris
3090,22265,1,28.0,170.0,2500.0,250.0,800.0,False,,Jolie Galerie près de Bastille,Jolie Galerie près de Bastille,"Située dans un quartier animé entre Bastille, Gare de Lyon et le marché d’Aligre, la galerie est idéale pour des Pop-Up Stores, Lancement de Produit et Vente Privée. 

Disposant d'une jolie façade vitrée, la galerie nous invite à découvrir ce qui se cache derrière. Le lieu exploitable dispose d'un système de cimaises adaptables, en fonction des besoins des artistes et des exposants. D’autre part, l’espace est également composé d’une arrière cuisine équipée et de toilettes / salle de bain.

Nichée sous la coulée verte, la rue dans lequel se trouve le lieu est localisée entre deux grands axes: Saint Antoine et Daumesnil. C’est un quartier historique, très bien desservi et toujours en mouvement qui attire de plus en plus.","Située dans un quartier animé entre Bastille, Gare de Lyon et le marché d’Aligre, la galerie est idéale pour des Pop-Up Stores, Lancement de Produit et Vente Privée.",Bercy - Gare de Lyon,Paris,75012,Art Gallery,,Furniture;Electricity;Handicap Accessible;Kitchen;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming,paris
3092,26187,1,84.0,520.0,7800.0,600.0,2600.0,False,,,Boutique Charmante dans Le Marais,"Cette boutique bonbonnière de caractère est située dans le Marais, idéale pour des showrooms ou des Pop-Up Stores, ou d'autres événements comme le lancement de produit, une exposition d'arts.

Avec une belle façade et une vitrine spacieuse. Cet espace de vente au détail haut de gamme est moderne avec des intérieurs contemporains de murs colorés et de sol en terrazzo moulé. Bénéficiant d'un magasin, d'armoires de rangement, de supports à vêtements et de comptoirs, cet espace est bien équipé pour la vente au détail de mode et les salles d'exposition.

Situé au coeur du Haut-Marais, à deux pas de la rue de Turenne. cet espace promet trafic et visibilité appréciables.",,Le Marais,Paris,75003,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Toilets,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Shop Share,paris
3100,27634,1,30.0,4000.0,100000.0,4000.0,28000.0,False,,,Hôtel Particulier - espace événementiel et fashion week,"Pensé comme un lieu pour recevoir, il traduit avec grâce et harmonie, toute la chaleur d’une maison idéale, que l’on est heureux de découvrir.

Sa récente restauration, permet d’apprécier la finesse de ses mosaïques de marbre, la beauté de ses volumes ou encore le raffinement de son bel escalier.

Rénové dans un esprit épuré, l’architecture du lieu sublime, en un écrin de prestige, les évènements qui s’y déroulent, du lancement de produits au séminaire et aux évènements artistiques créatifs.

Edifié aux tout débuts de la Belle Epoque pour abriter un jeune couple idéaliste et amoureux, ce bâtiment retrouve un avenir enthousiasmant qui s’inscrit pleinement dans les nouveaux codes du luxe.",,,Paris,75007,Mansion / House,,Air Conditioning;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Elevator;Raw;Whitebox / Minimal;Haussmann Style;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
3102,31937,3,28.0,350.0,5200.0,350.0,1750.0,False,,,Charmante boutique dans le Haut-Marais,"Située dans le quartier historique du Marais, sur un grand boulevard passager, belle boutique lumineuse de 40m2 disposant d'une grande vitrine. Ideal pour les pop-up stores, les lancements de produits et les showrooms.
L'intérieur est moderne,  les murs latéraux sont de couleur claire et un mur du fond en noir, avec une belle poutre apparente. Un comptoir et un ilot central viennent compléter l'espace. De nombreux spots orientables sur rails permettent un éclairage modulable. La grande vitrine offre également un éclairage naturel appréciable.
La boutique est située sur un grand boulevard, dans un quartier animé et touristique, à deux pas de la place des Vosges et de la place de la Bastille, proche de boutiques renommées et de galeries d'art. 
La boutique dispose d'une petite remise, d'un point d'eau et d'un cabinet de toilettes. La location comprend du mobilier d'exposition (Armoire, étagères, échelles, miroirs, portants, etc...) d'un frigidaire et d'une connexion internet. Une partie du mobilier peut être retirée si besoin. Crochets et cimaises permettent d'exposer différentes œuvres ou textiles. La boutique dispose de 2 accès (côté rue et dans l’immeuble) et d’un rideau métallique.",,,Paris,75003,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets;Ground Floor;Large Door Entrance;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Shop Share,paris
3104,27612,1,336.0,300.0,3600.0,250.0,1400.0,False,,,Charmant espace à deux pas du Marais,"Située dans une rue passante à 300 m du marais et des boutiques « Merci, Plisson »
Entre le Boulevard Beaumarchais et Richard Lenoir... C est un espace avec une belle hauteur sous plafond de 3,20 m dans sa majorité pouvant servir de galerie d'art, de  boutique, d'espace bureau ou de réunion…  Il est desservi par 3 lignes de métro :
Ligne 5 - Richard Lenoir Ou Oberkampf  , 8 - Saint Sébastien-Froissart et  9 - St Ambroise …",,Le Marais,Paris,75011,Event Space,,Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Toilets;Ground Floor;Industrial;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Meeting;Office;Shop Share;Photo Shooting,paris
3107,22719,1,,3500.0,15000.0,,8250.0,False,,Showroom Atypique au coeur du Marais,Showroom Atypique au coeur du Marais,"Suite au corona virus, de nouvelles mesures sanitaires ont été mise en place. 
Cet établissement est ouvert selon les recommendations gouvernemental et sanitaires. Un ménage renforcé est fait avant votre arrivée dans le respect des normes sanitaires et à l’aide de produits désinfectants adaptés.

Cette charmante galerie située au coeur du Marais, est idéal pour accueillir des événements de type Pop_Up Store, Showroom ou Vente Privée.

C'est un showroom qui se distingue d'un grand et atypique rez-de-chaussée commercial, qui se démarque par ses hauts plafonds et sa verrière d'atelier. Cet espace  offre une surface de 150 m² pouvant être extensible jusqu’à 300 m², avec une ouverture exceptionnelle plain pied, sur la rue de Franc Bourgeois en fonction de votre projet. Installé dans un bâtiment classique avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée. Avec des intérieurs modernes de murs blancs et de planchers à chevrons, le lieu est accueillant. Avec une terrasse ainsi qu'une jolie cour, l'atmosphère est lumineuse. Avec des équipements tel qu'un espace de stockage, toilettes et internet, cet espace de galerie est une toile vierge idéale pour les artistes et les marques pour organiser leur événement idéale.

Situé au coeur du Haut-Marais, à deux pas des rues de Bretagne, Froissart, Poitou et Saintonge où le « must » du prêt-à-porter a investi les lieux, cet espace garantit trafic et visibilité hors pair.","Cette charmante galerie située au coeur du Marais, est idéal pour accueillir des événements de type Pop_Up Store, Showroom ou Vente Privée.",,Paris,75003,Art Gallery,,Electricity;Handicap Accessible;Heating;Stock Room;Internet;Sound & Video Equipment;Toilets;Rooftop,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,paris
3115,29699,1,,155.0,1850.0,165.0,700.0,True,30.0,,Atelier/boutique/studio photo avec belle lumière du jour dans le 17e,"Ancienne boutique réaménagée entièrement, style atelier brut, jeu des matières bois/béton/métal, avec belle lumière du jour. Très belle hauteur sous plafond.
C'est un lieu atypique, plein de charme, et malgré tout, très fonctionnel.
Les espaces sont bien séparés : 
- une première salle donnant sur rue (pour la partie prises de vue/expo/vente), 
- un couloir (avec stylisme pour prises de vue culinaires), 
- une 2è salle regroupant le salon/bureau et la cuisine, 
- une salle de bain/toilettes

Cet espace est idéal comme :
- studio photo (culinaire, portraits),
- atelier,
- boutique éphémère pour des expositions/vente dans tous les domaines de l'art, 
du prêt-à-porter, bijoux, articles déco ou petit mobilier.",,,Paris,75017,Photo / Filming Studio,,Electricity;Heating;Kitchen;Street Level;Internet;Toilets;Ground Floor;Bathroom;Daylight;Industrial;Multiple Rooms,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,paris
3119,29703,1,,800.0,16800.0,960.0,5000.0,True,95.0,,Showroom de style atelier industriel - Paris 11e,"À Paris, capitale de la mode, de la création et de l’élégance, notre Atelier est un lieu unique combinant un Showroom, un Incubateur, un espace événementiel et un studio photo, idéalement situé au cœur du 11ème arrondissement, à proximité d'une place animée.

Notre Showroom de 133 m2 (dont 33 m2 d’espace commun avec l’Incubateur) offre un espace lumineux doté d'une belle hauteur sous plafond, divisé en deux salles aisément accessibles aux Personnes à Mobilité Réduite (PMR).

Ce Showroom est parfait pour des expositions artistiques, des activités associatives, des séances photo, des popup stores, des évènements caritatifs, des réunions d'entreprise, des défilés de mode.

Il se compose de plusieurs espaces :

—> Espaces exclusifs :
• La salle principale (salle IMPACT) de 70 m2 ;
• La salle adjacente (salle RÉSISTANCE) de 30 m2 ;

—> Espaces communs avec l’Incubateur :
• Un espace détente de 16 m2 ;
• Des toilettes PMR de 8 m2 ;
• Un espace cuisine-bar de 9 m2.

—> EXTENTION D’ESPACE POSSIBLE (en option) :
• L’espace sous verrière - L’Incubateur - de 43 m2 additionnels. Le coût de cette extension optionnelle est égale à 50% du coût de la location du Showroom.

Nos locaux sont ouverts de 9h00 à 3h00, tous les jours, et offrent les services suivants :

• Accès Wifi sécurisé ;
• Contrôle d'accès par badge et code PIN ;
• Tables et chaises de différents formats ;
• Service de nettoyage (forfait ménage obligatoire de 80 euros HT en plus du prix affiché sur l’annonce).

La cuisine est équipée de :

• Deux micro-ondes ;
• Un réfrigérateur-congélateur grande capacité ;
• Un lave-vaisselle.

Notre bâtiment sécurisé est aménagé dans un ancien atelier de gravures rénové, où nous avons préservé l'esprit industriel d'origine.

Veuillez noter les points suivants :
- La diffusion de musique (y compris les fonds sonores) est interdite à partir de 22h00 ;
- Un dépôt de garantie vous sera demandé ;
- La consommation d’électricité sera facturée en sus sur la base de votre consommation réelle : 0,21 euros HT : kWh ;
- Une attestation d’assurance Responsabilité Civile à jour (obligatoire) vous sera demandée.",,,Paris,75011,Art Gallery,,Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Industrial;Large Door Entrance;Multiple Rooms,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
3120,21841,3,50.0,355.0,8250.0,475.0,2150.0,False,,Galerie d'Art dans le Haut Marais,Galerie d'Art dans le Haut Marais,"//UPDATE// 2023: La galerie s'agrandit de 25%, passant à 45m2 de surface d'exposition //

En plein coeur du Marais, cette galerie est parfaite pour les marques souhaitant organiser un Pop-Up Store, Showroom, Lancement de produit ou une Vente Privée.

Cet espace revendique une façade de 6 mètres avec un affichage de fenêtre élégant. Le lieu a une atmosphère lumineuse tout en offrant une grande visibilité. Du côté ensoleillé et arboré de la rue (sans place de stationnement bloquant la vue), ce local représente une galerie d'art type ""white cube"" avec une personnalité (façade noire laquée et une poutre bleu outremer au plafond) réchauffée par quelques meubles vintage scandinaves, bénéficiant d'un système d'éclairage modulable (chaud, froid, puissant ou intime, étale ou directionnel), d'une sonorisation hi-fi (et un équipement de vidéo-projection optionnel), d'une kitchenette et d'une petite réserve pouvant aussi servir de cabine d'essayage. Cet espace à l'esthétique soignée, en voie d'accession complète, est situé dans le Haut Marais (appelé aussi Nord Marais) proche de la place de la République et de la rue de Bretagne. Dans ce quartier arty et touristique, particulièrement fréquenté le soir par les fêtards du monde entier, cet espace vous permettra de vous démarquer, grâce à son sol blanc et sa terrasse idéale en été.

Idéalement situé au coeur du Marais, à proximité de la rue Turbigo, de la rue Réaumur, de la rue de Bretagne, de la rue Saint-Martin et de la place de la République, cet espace bénéficie d'une bonne circulation piétonne et est facilement accessible. Cet espace est idéal pour les artistes et les concepteurs pour obtenir une exposition dans un cadre créatif.
------------------------
//UPDATE// September 2022: The gallery has been expanded by 25%, to reach an exhibition surface of 45m2 //

In the heart of the Marais, this gallery is perfect for brands wishing to organize a Pop-Up Store, Showroom, Product Launch or Private Sale.

This space boasts a 6 meter wide façade with an elegant window display. The space has a bright atmosphere while offering great visibility. On the sunny and tree-lined side of the street, very visible because there is no vehicle parking right in front of it (there is some further on, and delivery spaces), this space represents a ""white cube"" type of art gallery with a personality (black lacquered facade and an ultramarine blue beam on the ceiling) benefiting from a modular lighting system (hot, (hot, cold, powerful or intimate, spread out or directional), a hi-fi sound system (and optional video-projection equipment), a kitchenette and a small storeroom that can also serve as a fitting room. This aesthetically pleasing space is accessible to people with reduced mobility, near the Place de la République. In this arty and touristic area, particularly frequented in the evening by partygoers from all over the world, this space will allow you to stand out, thanks to its ideal terrace in summer.

Ideally located in the heart of the Marais, near rue de Bretagne, rue Réaumur, rue Saint-Martin and place de la République, this space benefits from good pedestrian traffic and is easily accessible. This space is ideal for artists and designers to get an exhibition in a creative setting.","En plein coeur du Marais, cette galerie est parfaite pour les marques souhaitant organiser un Pop-Up Store, Showroom, Lancement de produit ou une Vente Privée.",Le Marais,Paris,75003,Art Gallery,,Furniture;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Whitebox / Minimal;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Photo Shooting,paris
3128,22146,1,10.0,1700.0,,,9000.0,False,,Showroom Sophistiqué in Palais-Royal,Showroom Sophistiqué in Palais-Royal,"Ce magnifique showroom à Palais Royal vous est proposé en location Éphémère pour l’organisation de vos Showrooms, Ventes privées, Soirées Cocktails, Shootings Photos…

Notre showroom est situé au 2ème étage (avec ascenseur) d'un immeuble du XVIIe siècle, avec un espace ouvert d'environ 157 m² sous un plafond de 13 pieds de hauteur - une entrée, une cuisine, une salle de bains avec douche et une grande pièce de rangement. Il est possible de placer des portants le long de ses murs sur plus de 30 mètres de long. Il existe également un système d'éclairage puissant et parfaitement adapté à vos présentations.

Située dans le quartier du Palais-Royal, aux portes du Louvre, à deux pas des rues de Saint-Honoré, Croix des Petits Champs, Montesquieu et du Louvre, ce lieu est idéal pour accueillir des clients du luxe et de la mode.","Ce magnifique showroom à Palais Royal vous est proposé en location Éphémère pour l’organisation de vos Showrooms, Ventes privées, Soirées Cocktails, Shootings Photos…

Ce joli showroom situé au 2ème étage (avec ascenseur) d'un immeuble du XVIIe siècle, avec un espace ouvert d'environ 157 m² sous un plafond de 13 pieds de hauteur - une entrée, une cuisine, une salle de bains avec douche et une grande pièce de rangement.",,Paris,75001,Apartment / Loft,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Internet;Toilets;Bathroom;Bar,Private Sale;Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming,paris
3132,35518,7,,,5830.0,,2050.0,False,,,BOUTIQUE POP UP DANS UNE RUE PIÉTONNE ET ANIMÉE DU CENTRE DE PARIS,"Cette boutique d'une trentaine de m2, dans le quartier piéton et animé de Montorgueil, dans le centre de Paris est idéale par sa taille et sa localisation. 
Les nombreux commerces et resto qui l'entourent en font une rue vivante dans laquelle de nombreux passants dont des  touristes se rendent.

Idéale pour un pop up de créateurs ou encore de pièces vintage, un showroom. 
La boutique est dotée d'une cabine, d'un comptoir, de portant et de meubles permettant de poser vêtements ou objets. Certains meubles peuvent également être enlevés sur demande.",,,Paris,75002,Boutique / Shop,,Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Street Level;Internet;Window Display;Toilets;Water Access,Private Sale;Pop-Up Store;Fashion Showroom;Shop Share,paris
3137,35513,1,,425.0,,530.0,,False,,,Location studio de 32m2 où votre créativité est mise en avant,"Create, le studio où votre créativité est mise en avant. 32m2 d’espace pour rendre vos idées aussi réelles que possible. Portrait, univers, corporate, notre studio est modulable selon vos besoins. 

Une palette de couleurs à votre disposition, et une infinité sur votre demande. 
Des photographes professionnels sont disponibles à votre demande moyennant un supplément (devis sur-mesure)

Notre loge make up est à votre disposition pour vous préparer à vos meilleurs projets. Complète et cocooning, notre loge de 12m2 est collée à nos studios pour plus de facilité et de fluidité dans votre organisation.  

N'hésitez pas à nous contacter pour de plus amples informations, que ce soit pour une location à la demie-journée ou pour louer du matériel (son, lumières, caméras, prestation de services...).

Les tarifs proposés correspondent à une location sèche.",,,Ivry-sur-Seine,94200,Creative Space,,Furniture;Electricity;Heating;Lighting;Internet;Toilets;Elevator;Daylight,Photoshoot & Filming;Photo Shooting,paris
3139,31126,1,,160.0,2700.0,225.0,900.0,True,25.0,,Espace culturel et associatif - Paris 11e,"Espace de 76 m2 sous verrière situé dans le 11ème arrondissement de Paris comprenant :
⁃            La salle principale de 43 m2 ;
⁃            Une cuisine aménagée ;
⁃            Un sanitaire PMR ;
⁃            Une salle de détente ;
 
Notre espace est ouvert de 7 h à 3 h (J+1) tous les jours de la semaine. 
Il est accessible aux PMR.
 
La mise à disposition d’un poste de travail comprend les matériels et services suivants :
⁃            Tables blanches 60 x 100 cm sur 70 cm de hauteurs ;
⁃            3 à 10 casiers de rangements sous table ;
⁃            Wifi sécurisé ;
⁃            Accès à la salle de réunion ;
⁃            Accès sécurisé par badge et code à l’espace ;
⁃            Espace sous télésurveillance et vidéosurveillance ;
⁃            Café, thé, eau filtrée à volonté ;
⁃            Casiers sécurisés à l’entrée ;
 
Vous serez parfaitement installé avec les lignes 3, 5 et 9 passant à proximité.
Si vous vous déplacez en voiture, un parking public est disponible à proximité immédiate.
 
Le quartier est animé et très agréable. Vous y trouverez de nombreux commerces et restaurants.
 
Vous souhaitez visiter ce lieu atypique ? Contactez-nous !",,,Paris,75011,Office Space,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Industrial;Large Door Entrance;Multiple Rooms;Water Access,Photoshoot & Filming;Meeting;Office;Photo Shooting,paris
3140,33643,3,40.0,450.0,10000.0,800.0,3000.0,False,,,Galerie dans le 8e ⎥ Quartier Matignon - Saint Honoré,"Située dans le quartier Matignon- Saint Honoré, à deux pas de la Place Beauvau, de l'avenue Matignon, de l'Elysées, et de l'hôtel Bristol, ce lieu vous est proposé en location Éphémère afin d’y organiser vos prochaines Expositions d'art. L'espace accueille uniquement les professionnels (fondations, galerie éphémères, associations, centres,...)

Cet espace moderne et contemporain de 60 m² avec un rez-de-chaussée de 35 m² avec WC ainsi que d'un espace sous-sol de 25 m2 avec cuisine (évier, frigidaire, machine à laver, verre cocktail) qui peut service de réserve ou d'espace d'exposition. Doté de murs blancs et d'un parquet Versaillais au Rez de Chaussée, cet espace dégage une atmosphère contemporaines et parisienne avec une vitrine de 3,5 m de longueur. Le local comporte avantageusement de multiples rangements et d'un éclairage de qualité avec de nombreux spots sur rail orientables. Les murs peuvent être percés. Trois socles sont mis à disposition.

Avec une une devanture discrète et sobre, cet espace peut s'adapter à de nombreux projets. La galerie donne sur rue, offrant un passage continu et une belle visibilité.",,,Paris,75008,Art Gallery,,Electricity;Kitchen;Lighting;Internet;Ground Floor;Multiple Rooms;Water Access,Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming,paris
3144,35441,90,,,45000.0,,,False,,,Big flagship store near Champs Elysée - 800m2 - pop-up store - showroom,"Jolie boutique de 800m2 située près des Champs Elysée. 

Profitez d'une surface gigantesque pour donner vie à vos meilleures idées d'agencement de pop-up Store ou Showroom mode pendant les fashion week.",,,Paris,75008,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Ground Floor,Fashion Show;Private Sale;Art Opening;Pop-Up Store;Fashion Showroom,paris
3146,26839,3,,250.0,4800.0,250.0,1500.0,True,50.0,,Boutique dans le quartier du Sentier,"à deux pas de la rue piétonne de Montorgueil au bout de la rue des petits carreaux, à 20 m de la boutique Sezane, cette  boutique-showroom est idéalement situé entre les grand boulevards et châtelet les halles dans le très branché quartier de sentier.
il s'agit d'un local de 35m2 avec vitrine sur rue, très lumineux, aménagé avec gout, sol et murs en béton ciré, une hauteur sous plafond de 3m, des luminaire, un canapé et une grande table sont disposés, et peuvent être enlevés si besoin, une petite bibliothèque permet d'avoir un espace ou ranger les affaires et se changer .
Très bien desservi pas les transports en commun, les métros 3,8 et 9 passent juste à coté, et des RER A,B et D. une station Vélib juste devant la boutique
le service de ménage peut être propose en plus",,,Paris,75002,Boutique / Shop,,Electricity;Handicap Accessible;Heating;Lighting;Street Level;Toilets;Ground Floor;Haussmann Style,Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Office;Shop Share;Photo Shooting,paris
3147,31773,7,,,3450.0,,1050.0,False,,,Boutique à Louer Paris Etienne Marcel - Idéale Pop-Up Store / Exposition,"Située dans le très recherché 2ème arrondissement de Paris à proximité du quartier Montorgueil, cette superbe boutique est idéale pour vos Pop-Up Stores, vos Expositions, vos Ventes Privées et vos Lancement de Produits.

Ce local d'une surface de 18M² au rez-de-chaussé, avec pignon sur rue, et de 22M² de sous sol a été entièrement rénové avec des matériaux de qualité. Une belle façade qui vous confère une exposition de qualité et permet de laisser entrer un éclaircissement naturel. Les murs sont en bois, la boutique est équipée de spots LED. Le sous-sol est équipé d'une cuisine, d'un WC et d'un espace de stockage qui peut également accueillir un bureau ou un petit atelier

Au coeur d'un quartier dynamique et passant, cette boutique est idéale pour toutes les marques et designers à la recherche d'un bien de qualité, offrant une excellente visibilité et idéalement situé, dans un secteur commerçant et touristique.

A refundable security deposit of 1000 euros will be required for every booking.",,,Paris,75002,Boutique / Shop,,Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets;Ground Floor;Multiple Rooms;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store,paris
